Group Name,DN,Manager,Member Count
6519_DeliAndCheese,"CN=6519_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0076_Produce,"CN=0076_Produce,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6501_FrontOffice,"CN=6501_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1605_PreparedFoods,"CN=1605_PreparedFoods,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0070_Beer_Wine_Liquor,"CN=0070_Beer_Wine_Liquor,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1297_Floral,"CN=1297_Floral,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5839_HealthAndBeauty,"CN=5839_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
2108_DeliAndCheese,"CN=2108_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4050_DeliAndCheese,"CN=4050_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0086_Meat,"CN=0086_Meat,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4051_FileMaintenance,"CN=4051_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0061_FrontOffice,"CN=0061_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4601_Seafood,"CN=4601_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6514_Seafood,"CN=6514_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0073_Seafood,"CN=0073_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4016_DairyAndFrozen,"CN=4016_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0025_DeliAndCheese,"CN=0025_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5863_DairyAndFrozen,"CN=5863_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0077_Receiving,"CN=0077_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6523_HealthAndBeauty,"CN=6523_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6379_HealthAndBeauty,"CN=6379_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4060_FrontOffice,"CN=4060_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4038_Floral,"CN=4038_Floral,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6510_Bakery,"CN=6510_Bakery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4097_DairyAndFrozen,"CN=4097_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6299_FileMaintenance,"CN=6299_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0218_Seafood,"CN=0218_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4060_FrontEnd,"CN=4060_FrontEnd,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6388_Meat,"CN=6388_Meat,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4133_Receiving,"CN=4133_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0054_FrontEnd,"CN=0054_FrontEnd,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0229_FileMaintenance,"CN=0229_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1620_Candy,"CN=1620_Candy,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6414_FileMaintenance,"CN=6414_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0014_EaglesNest,"CN=0014_EaglesNest,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1263_DeliAndCheese,"CN=1263_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0061_HealthAndBeauty,"CN=0061_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4031_FrontOffice,"CN=4031_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4096_DairyAndFrozen,"CN=4096_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6381_FrontOffice,"CN=6381_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4030_Receiving,"CN=4030_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6375_Receiving,"CN=6375_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4012_DeliAndCheese,"CN=4012_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0203_Receiving,"CN=0203_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4095_FileMaintenance,"CN=4095_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4077_Produce,"CN=4077_Produce,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6378_Beer_Wine_Liquor,"CN=6378_Beer_Wine_Liquor,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0018_Receiving,"CN=0018_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0058_Seafood,"CN=0058_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6386_Seafood,"CN=6386_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3058_GetgoStoreLeadership,"CN=3058_GetgoStoreLeadership,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4096_Receiving,"CN=4096_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5861_FrontOffice,"CN=5861_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0086_HealthAndBeauty,"CN=0086_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5836_FileMaintenance,"CN=5836_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1225_Seafood,"CN=1225_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0199_Seafood,"CN=0199_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0078_Receiving,"CN=0078_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1842_DeliAndCheese,"CN=1842_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4086_CentralKitchen,"CN=4086_CentralKitchen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4077_DairyAndFrozen,"CN=4077_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6299_Bakery,"CN=6299_Bakery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3616_GetgoSubShop,"CN=3616_GetgoSubShop,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4032_Floral,"CN=4032_Floral,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4087_FileMaintenance,"CN=4087_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1618_Produce,"CN=1618_Produce,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0224_HealthAndBeauty,"CN=0224_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5831_FileMaintenance,"CN=5831_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4097_FileMaintenance,"CN=4097_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6523_Produce,"CN=6523_Produce,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4152_Produce,"CN=4152_Produce,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0086_Receiving,"CN=0086_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4088_HealthAndBeauty,"CN=4088_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0082_Receiving,"CN=0082_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0032_FrontOffice,"CN=0032_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4038_DairyAndFrozen,"CN=4038_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4075_FrontOffice,"CN=4075_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6514_Produce,"CN=6514_Produce,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6510_Grocery,"CN=6510_Grocery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4090_Receiving,"CN=4090_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6531_Meat,"CN=6531_Meat,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0014_FoodMarketing,"CN=0014_FoodMarketing,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6375_Grocery,"CN=6375_Grocery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0054_Bakery,"CN=0054_Bakery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6523_FrontOffice,"CN=6523_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0208_DeliAndCheese,"CN=0208_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4032_FrontOffice,"CN=4032_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5810_Seafood,"CN=5810_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3182_GetgoStoreLeadership,"CN=3182_GetgoStoreLeadership,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6386_Bakery,"CN=6386_Bakery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4038_FrontOffice,"CN=4038_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1297_HealthAndBeauty,"CN=1297_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0010_PreparedFoods,"CN=0010_PreparedFoods,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4077_Seafood,"CN=4077_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0086_Grocery,"CN=0086_Grocery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
2108_FileMaintenance,"CN=2108_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5839_FrontOffice,"CN=5839_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0071_Receiving,"CN=0071_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0024_Receiving,"CN=0024_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4031_Grocery,"CN=4031_Grocery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3504_GetgoStoreLeadership,"CN=3504_GetgoStoreLeadership,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4036_CateringAndEventPlanning,"CN=4036_CateringAndEventPlanning,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5839_Bakery,"CN=5839_Bakery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0010_DairyAndFrozen,"CN=0010_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3219_GetgoStoreLeadership,"CN=3219_GetgoStoreLeadership,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6376_Meat,"CN=6376_Meat,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6520_Floral,"CN=6520_Floral,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0203_Grocery,"CN=0203_Grocery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0208_Bakery,"CN=0208_Bakery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5863_FileMaintenance,"CN=5863_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0065_HealthAndBeauty,"CN=0065_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0220_Beer_Wine_Liquor,"CN=0220_Beer_Wine_Liquor,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5810_DairyAndFrozen,"CN=5810_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5861_FileMaintenance,"CN=5861_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3642_GetgoStoreLeadership,"CN=3642_GetgoStoreLeadership,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6502_HealthAndBeauty,"CN=6502_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0231_Bakery,"CN=0231_Bakery,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4089_FrontEnd,"CN=4089_FrontEnd,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4010_Produce,"CN=4010_Produce,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1225_Receiving,"CN=1225_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0196_HealthAndBeauty,"CN=0196_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0009_Seafood,"CN=0009_Seafood,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
1225_Beer_Wine_Liquor,"CN=1225_Beer_Wine_Liquor,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6348_HealthAndBeauty,"CN=6348_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4031_Receiving,"CN=4031_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6377_Receiving,"CN=6377_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4096_FrontOffice,"CN=4096_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6514_DairyAndFrozen,"CN=6514_DairyAndFrozen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3817_GetgoStoreLeadership,"CN=3817_GetgoStoreLeadership,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0208_Receiving,"CN=0208_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5817_FileMaintenance,"CN=5817_FileMaintenance,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4056_FrontOffice,"CN=4056_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0231_Receiving,"CN=0231_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6531_DeliAndCheese,"CN=6531_DeliAndCheese,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6514_HealthAndBeauty,"CN=6514_HealthAndBeauty,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3526_GetgoStoreLeadership,"CN=3526_GetgoStoreLeadership,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0042_FrontOffice,"CN=0042_FrontOffice,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
6517_Receiving,"CN=6517_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4124_Floral,"CN=4124_Floral,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
3675_GetgoStoreLeadership,"CN=3675_GetgoStoreLeadership,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
0029_Receiving,"CN=0029_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
5001_CentralKitchen,"CN=5001_CentralKitchen,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
4051_Receiving,"CN=4051_Receiving,OU=gianteagle.onmicrosoft.com,OU=Microsoft Exchange Hosted Organizations,DC=NAMPR05A004,DC=prod,DC=outlook,DC=com",,0
